microcosm,gas,replicate,day,Temperature_H,Temperature_L,Oxygen_H,Oxygen_L,Density_bacteria,Density_dexiostoma,Density_colpidium,Density_prey,Density_spathidium,Density_cyst,Total_biomass
101,Open,1,63,16.455,16.529,18.5,18.121,189666.6667,0,23.06666667,23.06666667,2,28,0.001
101,Open,1,47,20.941,20.939,17.724,17.36,90666.66667,0,0,0,0,19,0
101,Open,1,27,22.936,22.935,17.464,17.154,205000,0,0,0,2,27,0
101,Open,1,59,17.741,17.623,18.243,17.514,153000,0,NA,0,NA,24,0
101,Open,1,39,23.235,23.279,17.346,17.43,96666.66667,0,46.13333333,46.13333333,1,16,0.004
101,Open,1,57,18.254,18.25,18.245,17.586,122333.3333,0,0,0,1,30,0
101,Open,1,15,19.706,19.693,17.631,15.807,855666.6667,46.13333333,0,46.13333333,3,34,0.001
101,Open,1,65,16.163,16.129,18.401,17.885,370666.6667,0,0,0,0,33,0
101,Open,1,35,23.746,23.784,17.317,17.409,334666.6667,0,NA,0,1,24,0.001
101,Open,1,21,21.215,21.2,17.526,16.564,9901333.333,0,0,0,1,78,0
101,Open,1,5,17.148,17.078,18.215,13.527,610333.3333,876.5333333,69.2,945.7333333,10,3,0.035
101,Open,1,17,20.208,20.176,17.508,15.624,747000,NA,0,0,NA,35,0.002
101,Open,1,7,17.868,17.819,18.09,14.727,33023000,69.2,23.06666667,92.26666667,20,1,0.01
101,Open,1,61,17.35,17.328,18.176,17.698,118666.6667,0,NA,0,1,25,0
101,Open,1,51,19.752,19.712,17.866,17.432,692000,0,NA,0,0,17,0
101,Open,1,9,18.487,18.457,17.681,14.323,428333.3333,184.5333333,23.06666667,207.6,24,2,0.019
101,Open,1,31,23.302,23.091,17.418,17.364,289333.3333,0,0,0,NA,32,0
101,Open,1,67,15.455,15.37,18.413,18.149,377666.6667,0,0,0,1,41,0
101,Open,1,25,22.551,22.532,17.531,16.105,241666.6667,0,0,0,1,48,0.001
101,Open,1,43,22.142,22.152,17.519,16.6,212333.3333,0,0,0,1,30,0
101,Open,1,19,20.654,20.648,17.675,16.547,1726666.667,23.06666667,0,23.06666667,1,41,0.003
101,Open,1,49,20.331,20.313,17.866,17.137,182333.3333,0,0,0,0,18,0
101,Open,1,13,19.162,19.072,17.466,15.559,521666.6667,NA,0,0,3,31,0
101,Open,1,55,19.587,18.737,17.852,17.878,306333.3333,0,23.06666667,23.06666667,NA,33,0.002
101,Open,1,29,23.418,23.405,17.443,17.043,220333.3333,0,0,0,NA,27,0
101,Open,1,1,16.487,16.412,18.751,11.706,371000,1660.8,738.1333333,2398.933333,6,NA,0.172
101,Open,1,23,21.892,21.87,17.612,15.931,289666.6667,0,0,0,1,44,0
101,Open,1,53,18.917,18.9,18.017,17.229,175666.6667,0,NA,0,NA,20,0
101,Open,1,45,21.578,21.595,17.628,17.498,433333.3333,0,0,0,1,21,0
101,Open,1,11,18.768,18.742,17.589,14.637,742666.6667,NA,0,0,19,10,0.008
101,Open,1,37,23.747,23.476,17.321,17.569,82666.66667,0,NA,0,NA,12,0
101,Open,1,41,22.864,22.861,17.453,17.513,75333.33333,0,0,0,NA,40,0
101,Open,1,3,17.846,16.936,17.977,13.166,853666.6667,161.4666667,69.2,230.6666667,8,NA,0.056
101,Open,1,33,NA,24.171,NA,17.381,NA,NA,NA,NA,NA,NA,NA
102,Open,2,17,20.064,20.039,17.748,16.341,547333.3333,0,0,0,1,25,0
102,Open,2,31,23.372,23.52,17.724,17.823,104000,0,0,0,NA,42,0
102,Open,2,25,22.461,22.431,17.893,17.265,133333.3333,0,0,0,NA,30,0
102,Open,2,7,17.509,17.485,18.184,14.448,3698000,46.13333333,23.06666667,69.2,17,1,0.02
102,Open,2,21,21.128,21.124,17.892,17.21,168666.6667,0,0,0,2,45,0.001
102,Open,2,15,19.605,19.585,17.842,16.629,561000,0,0,0,2,82,0
102,Open,2,67,15.083,15.049,18.558,17.758,518000,0,0,0,1,41,0
102,Open,2,29,23.436,23.429,17.781,17.924,123333.3333,0,0,0,2,37,0.005
102,Open,2,55,19.707,19.022,17.985,17.319,193666.6667,0,23.06666667,23.06666667,2,30,0.001
102,Open,2,1,16.309,16.094,18.694,9.961,408000,922.6666667,392.1333333,1314.8,7,NA,0.113
102,Open,2,57,18.195,18.121,18.14,17.311,142000,0,NA,0,2,38,0
102,Open,2,39,23.199,23.358,17.709,17.662,131333.3333,0,0,0,0,28,0
102,Open,2,63,16.331,16.292,18.277,17.419,358666.6667,0,0,0,1,35,0
102,Open,2,59,17.571,17.557,18.169,17.244,178666.6667,0,NA,0,1,20,0
102,Open,2,53,18.803,18.93,18.092,16.571,366333.3333,0,23.06666667,23.06666667,NA,15,0
102,Open,2,27,22.943,22.654,17.82,17.762,131333.3333,0,0,0,1,21,0.003
102,Open,2,5,16.867,16.79,18.169,13.425,433666.6667,115.3333333,NA,115.3333333,13,3,0.029
102,Open,2,19,20.566,20.539,17.923,16.563,625000,0,0,0,NA,55,0.001
102,Open,2,37,23.567,23.61,17.79,17.838,211666.6667,0,0,0,1,32,0
102,Open,2,49,20.261,20.291,17.886,17.654,196666.6667,0,NA,0,1,33,0
102,Open,2,23,21.838,21.793,17.915,16.938,226333.3333,0,0,0,NA,23,0
102,Open,2,61,16.896,16.932,18.258,15.83,184333.3333,0,92.26666667,92.26666667,NA,23,0.005
102,Open,2,45,21.602,21.615,17.781,16.745,203000,0,NA,0,1,20,0
102,Open,2,35,23.631,23.711,17.825,18.158,104333.3333,0,0,0,NA,20,0
102,Open,2,11,18.463,18.455,17.853,15.31,710333.3333,0,0,0,14,21,0.016
102,Open,2,43,21.81,22.115,17.773,16.541,184000,0,NA,0,NA,18,0
102,Open,2,51,19.666,19.629,18.031,16.983,610333.3333,0,NA,0,2,22,0
102,Open,2,3,16.643,16.597,18.312,12.461,338333.3333,253.7333333,69.2,322.9333333,7,NA,0.038
102,Open,2,65,15.84,15.806,18.259,17.713,487000,0,0,0,0,25,0
102,Open,2,9,18.165,18.131,18.052,14.541,647000,23.06666667,69.2,92.26666667,12,8,0.039
102,Open,2,41,22.89,22.814,17.706,18.104,67000,0,0,0,NA,23,0
102,Open,2,13,18.915,18.911,17.869,15.768,537333.3333,0,0,0,7,20,0.008
102,Open,2,47,20.918,20.921,17.81,16.487,96333.33333,0,69.2,69.2,NA,12,0.002
102,Open,2,33,23.814,23.96,17.716,17.553,NA,NA,NA,NA,NA,NA,NA
103,Open,3,23,21.677,21.612,18.045,16.546,242000,23.06666667,0,23.06666667,1,22,0.003
103,Open,3,43,22.033,22.07,17.841,17.905,83000,0,0,0,0,20,0
103,Open,3,27,22.803,23.047,18.041,17.683,107666.6667,23.06666667,0,23.06666667,1,32,0
103,Open,3,35,23.657,23.974,17.941,17.994,56333.33333,0,0,0,0,34,0.001
103,Open,3,3,16.203,15.925,18.029,13.244,1019333.333,NA,46.13333333,46.13333333,12,NA,0.052
103,Open,3,63,16.025,15.995,18.322,17.868,101333.3333,0,0,0,0,28,0
103,Open,3,57,17.951,17.923,18.33,18.095,54666.66667,0,NA,0,0,29,0
103,Open,3,15,19.474,19.493,17.846,16.375,564666.6667,0,0,0,0,38,0
103,Open,3,9,18.056,18.01,17.835,14.459,556000,0,0,0,17,3,0.05
103,Open,3,1,15.262,15.09,18.476,10.506,397333.3333,1153.333333,299.8666667,1453.2,5,NA,0.123
103,Open,3,11,18.287,18.211,17.765,15.313,700666.6667,0,0,0,27,11,0.009
103,Open,3,67,14.836,14.799,18.527,18.256,305000,0,0,0,0,8,0
103,Open,3,65,15.673,15.643,18.468,18.196,162333.3333,0,0,0,0,23,0
103,Open,3,7,17.273,17.221,17.81,15.229,787000,69.2,23.06666667,92.26666667,13,4,0.008
103,Open,3,47,20.665,20.792,18.12,17.925,28000,0,0,0,0,23,0
103,Open,3,19,20.448,20.419,17.971,16.669,512333.3333,NA,0,0,NA,38,0
103,Open,3,13,18.793,18.797,17.805,15.363,492000,0,0,0,3,57,0
103,Open,3,21,21.027,21.008,18.028,17.051,591333.3333,NA,0,0,2,45,0
103,Open,3,37,23.563,23.746,17.955,18.235,190000,0,0,0,0,22,0
103,Open,3,5,16.608,16.529,17.897,13.122,903666.6667,23.06666667,NA,23.06666667,14,2,0.032
103,Open,3,53,18.789,18.936,18.298,17.962,264666.6667,0,NA,0,0,32,0.001
103,Open,3,29,23.155,23.216,18.016,17.615,121000,0,0,0,0,16,0
103,Open,3,41,22.692,22.61,17.921,17.744,43666.66667,0,0,0,0,15,0
103,Open,3,61,16.863,16.846,18.342,17.764,77333.33333,0,23.06666667,23.06666667,0,22,0.002
103,Open,3,59,17.438,17.411,18.302,17.892,57000,0,NA,0,0,29,0
103,Open,3,39,23.446,23.422,17.777,18.117,55333.33333,0,0,0,0,26,0
103,Open,3,49,20.258,20.227,18.118,17.317,123333.3333,0,0,0,0,27,0
103,Open,3,25,22.295,22.263,18.043,16.977,100333.3333,NA,0,0,NA,27,0
103,Open,3,55,19.83,19.325,18.362,17.937,124000,0,23.06666667,23.06666667,0,37,0
103,Open,3,51,19.454,19.344,18.229,18.041,107000,0,NA,0,0,20,0
103,Open,3,33,23.739,23.913,17.674,17.766,NA,NA,NA,NA,NA,NA,NA
103,Open,3,45,21.388,21.393,18.064,17.805,232000,0,0,0,0,23,0
103,Open,3,17,19.936,19.999,17.814,16.298,422333.3333,0,0,0,NA,23,0
103,Open,3,31,23.693,23.581,17.926,18.041,94666.66667,0,0,0,0,54,0
104,Open,4,49,20.241,20.254,17.978,16.85,121333.3333,0,46.13333333,46.13333333,5,36,0
104,Open,4,1,15.68,15.398,18.584,9.992,337000,1291.733333,322.9333333,1614.666667,6,NA,0.118
104,Open,4,11,18.378,18.326,17.698,13.604,767333.3333,0,0,0,19,14,0.013
104,Open,4,13,18.776,18.78,17.794,15.845,444333.3333,NA,0,0,6,27,0
104,Open,4,9,17.931,17.844,17.787,13.465,589000,0,0,0,18,4,0.019
104,Open,4,19,20.384,20.335,17.886,16.599,1260666.667,23.06666667,0,23.06666667,4,26,0
104,Open,4,39,23.374,23.444,17.534,17.382,105000,0,0,0,2,25,0.002
104,Open,4,3,16.197,16.164,18.195,13.555,298666.6667,46.13333333,NA,46.13333333,4,NA,0.043
104,Open,4,59,17.422,17.379,18.249,17.413,4666.666667,0,0,0,2,20,0
104,Open,4,67,14.902,14.905,18.456,17.617,270666.6667,0,0,0,1,29,0
104,Open,4,5,16.757,16.707,17.992,12.993,322666.6667,23.06666667,NA,23.06666667,8,1,0.033
104,Open,4,29,22.742,23.527,17.886,17.679,179333.3333,23.06666667,NA,23.06666667,1,28,0.001
104,Open,4,31,23.841,23.669,17.613,17.81,118333.3333,0,46.13333333,46.13333333,1,31,0.004
104,Open,4,55,19.959,19.311,18.064,17.669,135333.3333,0,92.26666667,92.26666667,2,8,0.001
104,Open,4,7,17.408,17.334,17.917,11.42,1262333.333,0,69.2,69.2,18,NA,0.034
104,Open,4,23,21.726,21.674,17.872,15.482,335000,23.06666667,0,23.06666667,NA,36,0
104,Open,4,17,19.893,19.922,17.781,13.945,494333.3333,46.13333333,0,46.13333333,2,21,0.013
104,Open,4,15,19.438,19.366,17.84,16.329,554333.3333,NA,0,0,5,31,0
104,Open,4,47,20.61,20.715,17.914,17.265,75333.33333,0,46.13333333,46.13333333,NA,22,0.002
104,Open,4,43,22.139,22.056,17.547,17.373,137666.6667,0,NA,0,3,22,0.001
104,Open,4,65,15.556,16.055,18.267,17.574,206000,0,0,0,3,23,0.002
104,Open,4,27,22.724,22.804,17.899,17.196,187000,92.26666667,NA,92.26666667,1,31,0.001
104,Open,4,37,23.713,23.722,17.617,17.227,177666.6667,0,0,0,3,22,0
104,Open,4,63,16.226,16.141,18.396,17.569,155333.3333,0,0,0,3,21,0.001
104,Open,4,41,22.701,22.738,17.617,17.154,81666.66667,0,0,0,6,28,0
104,Open,4,35,23.692,23.788,17.635,17.756,116000,0,46.13333333,46.13333333,NA,40,0
104,Open,4,61,16.771,16.801,18.247,17.691,81666.66667,0,0,0,2,15,0
104,Open,4,45,21.432,21.404,17.846,17.064,233000,0,NA,0,5,32,0.001
104,Open,4,57,17.933,17.773,18.135,17.486,89666.66667,0,23.06666667,23.06666667,1,41,0.002
104,Open,4,51,19.409,19.386,18.109,17.125,149000,0,46.13333333,46.13333333,5,17,0.002
104,Open,4,21,21.055,20.981,17.865,16.398,1353000,23.06666667,0,23.06666667,2,32,0.002
104,Open,4,25,22.374,22.269,17.854,16.097,190000,NA,0,0,2,34,0.004
104,Open,4,53,18.798,18.625,18.191,17.585,190333.3333,0,23.06666667,23.06666667,NA,13,0
104,Open,4,33,23.641,23.766,18.152,17.045,NA,NA,NA,NA,NA,NA,NA
105,Open,5,35,23.86,23.902,18.149,17.892,88666.66667,0,NA,0,0,26,0.002
105,Open,5,31,23.692,23.739,17.943,18.111,118666.6667,0,NA,0,0,23,0
105,Open,5,45,21.6,21.58,18.295,16.75,312333.3333,0,0,0,NA,29,0.001
105,Open,5,43,22.135,22.137,18.206,17.022,92333.33333,0,0,0,1,29,0
105,Open,5,25,22.407,22.452,18.229,17.224,130000,0,0,0,1,34,0
105,Open,5,5,17.005,16.922,18.593,12.707,302333.3333,69.2,NA,69.2,8,NA,0.022
105,Open,5,15,19.636,19.612,18.231,16.921,566333.3333,0,0,0,3,57,0
105,Open,5,37,23.624,23.603,18.199,18.28,128666.6667,0,46.13333333,46.13333333,NA,27,0.003
105,Open,5,1,16.027,15.841,19.799,12.185,328333.3333,1384,645.8666667,2029.866667,5,NA,0.134
105,Open,5,41,22.675,22.553,18.243,17.463,89000,0,0,0,1,29,0
105,Open,5,29,23.155,23.178,18.227,18.024,149000,0,0,0,1,31,0
105,Open,5,27,23.005,23.011,18.181,17.737,167666.6667,0,0,0,NA,32,0.001
105,Open,5,67,15.064,15.02,19.099,18.645,183333.3333,0,0,0,0,28,0.002
105,Open,5,59,17.596,17.57,18.893,18.198,89000,0,0,0,0,21,0.001
105,Open,5,17,20.069,20.07,18.302,16.721,539666.6667,0,0,0,1,33,0
105,Open,5,61,17.065,17.039,18.833,17.68,109333.3333,0,0,0,0,29,0
105,Open,5,11,18.594,18.532,18.276,14.694,802333.3333,0,0,0,30,12,0.009
105,Open,5,3,16.559,16.444,19.132,13.531,299666.6667,184.5333333,69.2,253.7333333,5,NA,0.057
105,Open,5,51,19.452,19.407,18.528,17.611,73000,0,0,0,0,19,0
105,Open,5,55,19.757,18.819,18.519,17.267,122000,0,0,0,0,13,0
105,Open,5,47,20.754,20.769,18.336,17.776,66333.33333,0,0,0,1,11,0.004
105,Open,5,39,23.476,23.542,17.985,18.188,116333.3333,0,0,0,NA,21,0
105,Open,5,65,15.89,15.826,19.004,18.319,200333.3333,0,0,0,0,10,0
105,Open,5,63,16.312,16.281,19.065,18.58,156000,0,0,0,0,31,0
105,Open,5,23,21.75,21.735,18.33,16.674,257000,0,0,0,NA,29,0
105,Open,5,49,20.319,20.156,18.386,17.772,103666.6667,0,0,0,0,29,0.002
105,Open,5,53,19.125,19.115,18.573,17.298,119000,0,0,0,0,18,0
105,Open,5,57,18.209,18.147,18.783,17.504,86666.66667,0,0,0,0,36,0
105,Open,5,7,17.662,17.646,18.578,13.305,1120666.667,23.06666667,92.26666667,115.3333333,12,5,0.043
105,Open,5,9,18.299,18.237,18.464,14.014,560000,23.06666667,23.06666667,46.13333333,9,6,0.027
105,Open,5,21,21.136,21.123,18.358,16.894,472000,0,0,0,NA,48,0.002
105,Open,5,13,18.945,18.921,18.197,15.962,436000,0,0,0,1,28,0
105,Open,5,19,20.52,20.551,18.311,16.822,1543666.667,0,0,0,1,46,0
105,Open,5,33,23.833,23.99,17.986,17.698,NA,NA,NA,NA,NA,NA,NA
106,Open,6,59,17.441,17.464,18.372,18.307,61333.33333,0,NA,0,0,42,0
106,Open,6,65,15.679,15.63,18.538,18.341,113666.6667,0,0,0,0,36,0.001
106,Open,6,23,21.705,21.719,17.955,15.423,294666.6667,0,0,0,1,52,0
106,Open,6,41,22.57,22.543,17.97,17.531,56333.33333,0,0,0,0,22,0
106,Open,6,31,23.583,23.646,17.782,17.506,269000,0,23.06666667,23.06666667,0,32,0.002
106,Open,6,35,23.895,23.709,17.808,17.704,105666.6667,0,0,0,0,35,0.002
106,Open,6,17,19.941,19.885,17.767,15.282,618000,0,0,0,2,42,0
106,Open,6,13,18.776,18.749,17.781,15.241,449666.6667,0,0,0,NA,29,0
106,Open,6,51,19.374,19.431,18.284,17.662,50666.66667,0,23.06666667,23.06666667,0,22,0.002
106,Open,6,53,18.875,18.915,18.318,17.748,78666.66667,0,NA,0,0,31,0.002
106,Open,6,67,14.914,14.85,18.597,18.224,128666.6667,0,0,0,0,79,0.001
106,Open,6,7,17.213,17.112,17.821,14.464,1262333.333,161.4666667,23.06666667,184.5333333,24,7,0.084
106,Open,6,3,16.219,16.15,18.291,10.256,320666.6667,207.6,23.06666667,230.6666667,6,NA,0.075
106,Open,6,55,19.929,19.13,18.354,18.056,158666.6667,0,69.2,69.2,0,64,0.002
106,Open,6,1,15.23,15.035,18.621,11.809,327000,1153.333333,507.4666667,1660.8,3,NA,0.127
106,Open,6,61,16.789,16.763,18.361,18.011,80666.66667,0,NA,0,0,23,0
106,Open,6,37,23.804,23.789,17.848,17.547,123333.3333,0,0,0,0,45,0
106,Open,6,39,23.206,22.716,17.869,18.24,85333.33333,0,0,0,0,57,0.002
106,Open,6,21,20.999,21.006,18.019,16.921,437333.3333,0,0,0,1,77,0
106,Open,6,63,16.042,15.96,18.37,18.331,99333.33333,0,23.06666667,23.06666667,0,54,0.001
106,Open,6,57,17.886,17.876,18.356,18.092,57000,0,0,0,0,26,0
106,Open,6,11,18.372,18.32,17.728,13.76,978000,0,0,0,14,41,0.006
106,Open,6,25,22.324,22.344,17.958,16.779,134000,0,0,0,1,35,0.001
106,Open,6,43,22.023,21.968,17.869,17.816,95000,0,0,0,0,26,0.001
106,Open,6,29,23.149,23.179,17.928,17.396,129666.6667,0,NA,0,2,17,0
106,Open,6,9,17.911,17.815,17.713,13.995,594000,0,23.06666667,23.06666667,32,2,0.016
106,Open,6,15,19.428,19.41,17.751,15.761,605666.6667,0,0,0,1,20,0
106,Open,6,47,20.709,20.657,18.105,17.683,60666.66667,0,NA,0,0,32,0
106,Open,6,33,23.736,23.896,17.655,17.539,NA,NA,NA,NA,NA,NA,NA
106,Open,6,45,21.528,21.29,18.015,17.329,171333.3333,0,0,0,0,29,0
106,Open,6,49,20.296,20.15,18.137,16.717,177666.6667,0,NA,0,0,31,0
106,Open,6,27,22.895,22.85,17.974,17.33,186333.3333,0,NA,0,2,17,0.001
106,Open,6,5,16.64,16.564,18.059,14.589,346666.6667,23.06666667,23.06666667,46.13333333,8,1,0.067
106,Open,6,19,20.434,20.48,17.847,16.232,804000,0,0,0,1,33,0
107,Closed,1,67,14.806,14.785,8.949,5.071,212666.6667,0,1222.533333,1222.533333,17,30,0.111
107,Closed,1,57,17.979,17.954,9.814,2.922,143333.3333,0,1291.733333,1291.733333,3,19,0.103
107,Closed,1,1,15.723,15.493,18.723,9.91,315666.6667,968.8,253.7333333,1222.533333,4,NA,0.092
107,Closed,1,5,16.78,16.712,17.821,9.755,257000,276.8,230.6666667,507.4666667,7,3,0.048
107,Closed,1,35,23.554,23.753,14.145,11.551,391666.6667,0,484.4,484.4,1,56,0.005
107,Closed,1,19,20.452,20.422,16.38,13.745,716666.6667,0,0,0,NA,25,0.001
107,Closed,1,3,17.077,16.015,17.803,10.274,536333.3333,346,23.06666667,369.0666667,9,NA,0.054
107,Closed,1,45,21.379,21.42,12.136,4.551,552666.6667,0,322.9333333,322.9333333,4,51,0.015
107,Closed,1,13,18.798,18.901,16.711,15.011,446000,NA,0,0,3,16,0
107,Closed,1,27,22.912,22.89,15.618,14.375,274333.3333,138.4,NA,138.4,3,36,0.001
107,Closed,1,21,21.001,20.926,16.34,14.893,473666.6667,NA,0,0,NA,54,0
107,Closed,1,37,23.634,23.557,14,12.708,240666.6667,0,392.1333333,392.1333333,3,34,0.007
107,Closed,1,39,23.349,23.341,13.556,9.816,251000,0,1038,1038,2,53,0.013
107,Closed,1,31,23.596,23.607,15.203,13.821,486666.6667,0,161.4666667,161.4666667,4,25,0.003
107,Closed,1,59,17.367,17.342,9.457,3.921,129666.6667,0,2537.333333,2537.333333,5,20,0.154
107,Closed,1,61,16.897,16.858,9.195,1.996,178666.6667,0,876.5333333,876.5333333,12,28,0.11
107,Closed,1,53,18.67,18.708,10.309,0.804,247666.6667,0,692,692,2,32,0.033
107,Closed,1,49,20.216,20.072,10.914,4.386,329333.3333,0,438.2666667,438.2666667,3,14,0.003
107,Closed,1,55,19.852,18.44,10.177,1.931,198333.3333,0,1038,1038,2,55,0.088
107,Closed,1,23,21.699,21.887,15.97,14.051,383000,NA,0,0,1,35,0
107,Closed,1,15,19.483,19.454,16.636,14.163,625000,NA,0,0,2,28,0
107,Closed,1,29,23.395,23.277,15.37,13.604,281000,46.13333333,NA,46.13333333,2,34,0.001
107,Closed,1,41,22.682,22.683,13.249,7.544,213333.3333,0,461.3333333,461.3333333,2,42,0.009
107,Closed,1,47,20.707,20.691,11.287,2.931,136333.3333,0,438.2666667,438.2666667,NA,29,0.001
107,Closed,1,7,17.217,17.236,17.36,13.67,989333.3333,92.26666667,69.2,161.4666667,13,6,0.027
107,Closed,1,65,15.659,15.633,9.037,5.115,260666.6667,0,1314.8,1314.8,12,36,0.111
107,Closed,1,17,20.003,19.92,16.386,14.517,502000,23.06666667,0,23.06666667,3,67,0
107,Closed,1,25,22.329,22.245,15.701,12.49,222666.6667,23.06666667,0,23.06666667,2,33,0.005
107,Closed,1,63,16.145,16.078,9.118,2.613,161000,0,1222.533333,1222.533333,12,21,0.13
107,Closed,1,11,18.391,18.352,16.934,14.005,773666.6667,0,0,0,8,13,0
107,Closed,1,43,22.065,22.024,12.564,6.224,747666.6667,0,668.9333333,668.9333333,3,29,0.011
107,Closed,1,9,18.076,18.01,17.212,12.444,579000,92.26666667,46.13333333,138.4,19,1,0.026
107,Closed,1,51,19.421,19.309,10.382,1.716,193666.6667,0,738.1333333,738.1333333,NA,54,0.017
107,Closed,1,33,23.75,23.866,14.572,12.737,NA,NA,NA,NA,NA,NA,NA
108,Closed,2,37,23.681,23.533,16.389,16.667,74333.33333,0,NA,0,NA,28,0
108,Closed,2,15,19.616,19.576,17.256,16.18,520333.3333,0,0,0,2,31,0.008
108,Closed,2,53,19.126,19.113,16.075,15.902,103000,0,0,0,NA,32,0
108,Closed,2,9,18.249,18.22,17.559,14.37,450333.3333,23.06666667,23.06666667,46.13333333,14,5,0.006
108,Closed,2,27,23.007,22.996,16.562,16.828,107666.6667,23.06666667,0,23.06666667,NA,29,0.011
108,Closed,2,19,20.578,20.557,17.105,16.138,413000,0,NA,0,NA,37,0
108,Closed,2,35,23.86,23.912,15.905,16.147,66666.66667,0,46.13333333,46.13333333,3,46,0.005
108,Closed,2,3,16.639,16.494,18.47,12.744,431333.3333,161.4666667,23.06666667,184.5333333,6,NA,0.041
108,Closed,2,49,20.433,20.426,16.172,15.781,221333.3333,0,0,0,0,24,0
108,Closed,2,63,16.31,16.335,16.365,16.153,139666.6667,0,0,0,0,23,0.001
108,Closed,2,29,23.342,23.411,16.555,16.625,90333.33333,0,NA,0,1,10,0
108,Closed,2,11,18.551,18.55,17.355,14.161,633666.6667,0,0,0,17,20,0.009
108,Closed,2,39,23.308,23.325,16.232,16.631,70333.33333,0,23.06666667,23.06666667,1,41,0
108,Closed,2,65,15.878,15.842,16.328,15.796,116333.3333,0,0,0,0,30,0
108,Closed,2,45,21.602,21.592,16.387,16.494,143666.6667,0,0,0,0,26,0
108,Closed,2,55,19.674,18.783,16.455,16.356,76666.66667,0,0,0,1,15,0
108,Closed,2,43,22.147,21.974,16.245,15.784,71666.66667,0,0,0,0,26,0.001
108,Closed,2,1,16.088,16.11,18.561,10.713,209666.6667,784.2666667,346,1130.266667,5,NA,0.108
108,Closed,2,31,23.437,23.595,16.523,16.648,169000,0,NA,0,1,31,0
108,Closed,2,5,17.001,16.997,17.66,13.518,226000,92.26666667,NA,92.26666667,14,3,0.01
