microcosm,gas,replicate,day,Temperature_H,Temperature_L,Oxygen_H,Oxygen_L,Density_bacteria,Density_dexiostoma,Density_colpidium,Density_prey,Density_spathidium,Density_cyst,Total_biomass
108,Closed,2,25,22.461,22.442,16.567,15.846,153000,NA,0,0,1,71,0.021
108,Closed,2,59,17.579,17.579,16.464,16.006,61000,0,0,0,0,38,0
108,Closed,2,57,18.249,18.117,16.44,16.217,62666.66667,0,0,0,0,18,0
108,Closed,2,51,19.463,19.526,16.044,16.05,57333.33333,0,0,0,NA,16,0
108,Closed,2,61,17.081,17.056,16.271,16.013,78333.33333,0,0,0,0,17,0
108,Closed,2,47,20.821,20.776,15.996,16.157,52666.66667,0,0,0,0,23,0
108,Closed,2,17,20.049,20.042,16.959,15.435,349000,0,0,0,1,28,0
108,Closed,2,13,18.936,18.919,17.355,15.983,394000,0,0,0,6,23,0.007
108,Closed,2,41,22.561,22.18,16.469,17.001,53333.33333,0,0,0,1,16,0
108,Closed,2,7,17.744,17.658,17.823,14.074,783333.3333,46.13333333,NA,46.13333333,10,1,0.015
108,Closed,2,67,15.113,15.046,16.414,15.705,169333.3333,0,0,0,0,32,0
108,Closed,2,23,21.791,21.769,16.616,15.73,247666.6667,NA,23.06666667,23.06666667,1,34,0.011
108,Closed,2,33,23.831,23.998,15.933,16.02,NA,NA,NA,NA,NA,NA,NA
108,Closed,2,21,21.038,21.129,16.879,15.983,305666.6667,0,NA,0,NA,32,0
109,Closed,3,37,23.694,23.701,15.483,15.453,116000,0,23.06666667,23.06666667,3,19,0.001
109,Closed,3,41,22.814,22.787,15.49,15.688,62000,0,0,0,1,32,0.001
109,Closed,3,39,23.22,23.248,15.39,15.482,73666.66667,0,0,0,1,24,0
109,Closed,3,65,15.973,15.935,15.648,14.885,145000,0,46.13333333,46.13333333,1,28,0.001
109,Closed,3,53,18.911,18.92,15.366,14.399,80666.66667,0,0,0,1,34,0
109,Closed,3,25,22.437,22.325,15.864,13.588,170000,23.06666667,0,23.06666667,2,27,0.009
109,Closed,3,27,22.953,22.95,15.832,15.261,129333.3333,0,NA,0,1,28,0.008
109,Closed,3,9,18.516,18.479,17.292,13.713,471333.3333,0,23.06666667,23.06666667,18,3,0.006
109,Closed,3,17,20.154,20.077,16.487,14.266,522333.3333,0,0,0,2,20,0
109,Closed,3,61,17.212,17.198,15.59,15.022,85333.33333,0,NA,0,NA,23,0
109,Closed,3,5,17.148,17.1,18.07,12.789,308666.6667,46.13333333,46.13333333,92.26666667,3,1,0.034
109,Closed,3,11,18.819,18.756,16.674,13.089,890000,0,0,0,11,6,0.01
109,Closed,3,13,19.131,19.09,16.735,14.607,456000,0,0,0,9,9,0.014
109,Closed,3,57,18.246,18.422,15.863,14.909,76333.33333,0,0,0,1,27,0
109,Closed,3,15,19.8,19.772,16.649,14.359,657333.3333,0,0,0,9,35,0
109,Closed,3,59,17.815,17.764,15.494,15.083,83000,0,0,0,0,32,0
109,Closed,3,1,16.671,16.574,18.011,9.625,282666.6667,853.4666667,322.9333333,1176.4,3,NA,0.126
109,Closed,3,21,21.172,21.193,16.232,15.641,246666.6667,NA,0,0,1,29,0
109,Closed,3,51,19.773,19.752,15.163,14.466,76000,0,0,0,NA,26,0.001
109,Closed,3,29,23.408,23.409,15.763,15.617,148333.3333,0,NA,0,4,28,0.004
109,Closed,3,63,16.669,16.626,15.462,15.153,139666.6667,0,NA,0,NA,30,0
109,Closed,3,23,21.885,21.855,16.057,14.299,261000,NA,0,0,1,41,0
109,Closed,3,67,15.302,15.129,15.708,14.821,181000,0,69.2,69.2,1,25,0.002
109,Closed,3,55,19.619,18.676,15.45,14.514,112000,0,0,0,NA,33,0
109,Closed,3,49,20.488,20.472,15.411,14.409,104666.6667,0,23.06666667,23.06666667,NA,39,0.002
109,Closed,3,45,21.552,21.302,15.43,14.811,315333.3333,0,NA,0,4,22,0.002
109,Closed,3,19,20.658,20.635,16.45,14.76,522000,0,0,0,3,33,0
109,Closed,3,35,23.596,23.306,15.26,15.467,77666.66667,0,NA,0,1,19,0.001
109,Closed,3,31,23.409,23.498,15.568,15.717,147000,0,23.06666667,23.06666667,1,27,0.005
109,Closed,3,7,18.089,17.963,17.479,13.283,1092000,92.26666667,46.13333333,138.4,14,1,0.03
109,Closed,3,43,22.153,22.133,15.433,15.133,80333.33333,0,0,0,2,25,0
109,Closed,3,3,17.074,16.977,17.827,12.677,411333.3333,69.2,46.13333333,115.3333333,3,NA,0.063
109,Closed,3,47,20.953,20.692,15.197,15.021,80333.33333,0,NA,0,0,18,0.002
109,Closed,3,33,NA,24.086,NA,15.418,NA,NA,NA,NA,NA,NA,NA
110,Closed,4,13,19.117,19.055,16.746,14.55,515000,0,0,0,7,20,0
110,Closed,4,57,17.89,17.86,10.826,4.696,116666.6667,0,2306.666667,2306.666667,2,27,0.238
110,Closed,4,67,15.072,15.018,10.005,4.223,341333.3333,0,3044.8,3044.8,15,34,0.317
110,Closed,4,29,23.244,23.265,14.96,13.506,195333.3333,0,92.26666667,92.26666667,1,33,0.055
110,Closed,4,15,19.778,19.759,16.543,14.016,667000,0,0,0,1,36,0.008
110,Closed,4,45,21.584,21.569,12.502,4.421,536333.3333,0,1799.2,1799.2,4,42,0.247
110,Closed,4,33,23.86,24.199,14.047,12.449,NA,NA,NA,NA,NA,NA,NA
110,Closed,4,49,20.53,20.515,11.737,4.055,141333.3333,0,1268.666667,1268.666667,8,18,0.102
110,Closed,4,63,16.312,16.288,10.212,3.571,255333.3333,0,3275.466667,3275.466667,7,33,0.38
110,Closed,4,27,22.948,22.972,15.324,14.506,216333.3333,0,23.06666667,23.06666667,2,32,0.028
110,Closed,4,43,22.135,22.038,12.742,5.319,196666.6667,0,2029.866667,2029.866667,3,30,0.182
110,Closed,4,61,17.018,16.986,10.27,4.541,129000,0,3575.333333,3575.333333,3,38,0.37
110,Closed,4,55,19.549,18.574,11.293,1.997,179666.6667,0,1038,1038,4,15,0.149
110,Closed,4,47,20.941,20.94,11.979,5.212,125333.3333,0,1222.533333,1222.533333,5,51,0.11
110,Closed,4,11,18.842,18.775,16.561,13.764,813333.3333,23.06666667,0,23.06666667,20,2,0.012
110,Closed,4,51,19.74,19.698,11.296,2.603,148333.3333,0,1014.933333,1014.933333,6,39,0.131
110,Closed,4,23,21.908,21.884,15.888,11.375,247666.6667,NA,NA,0,3,34,0.026
110,Closed,4,35,23.666,23.685,13.662,10.944,193666.6667,0,299.8666667,299.8666667,1,52,0.039
110,Closed,4,65,15.778,15.755,10.08,4.76,228333.3333,0,2237.466667,2237.466667,5,23,0.215
110,Closed,4,59,17.602,17.561,10.535,2.568,169000,0,4336.533333,4336.533333,2,38,0.486
110,Closed,4,5,17.273,17.225,17.633,12.012,291666.6667,92.26666667,NA,92.26666667,7,1,0.024
110,Closed,4,1,16.668,16.482,18.001,10.147,268333.3333,853.4666667,507.4666667,1360.933333,4,NA,0.129
110,Closed,4,17,20.218,20.184,16.32,13.778,505666.6667,0,0,0,1,30,0.016
110,Closed,4,31,23.284,23.195,14.708,12.978,173333.3333,0,392.1333333,392.1333333,3,35,0.053
110,Closed,4,9,18.542,18.522,17.208,14.088,527333.3333,NA,23.06666667,23.06666667,27,1,0.027
110,Closed,4,7,18.034,17.939,17.418,13.842,1099000,NA,NA,0,17,3,0.017
110,Closed,4,41,22.848,22.851,13.115,7.952,103666.6667,0,484.4,484.4,3,29,0.064
110,Closed,4,25,22.521,22.49,15.555,10.056,170000,23.06666667,23.06666667,46.13333333,2,19,0.04
110,Closed,4,21,21.124,21.093,16.201,13.631,306333.3333,NA,NA,0,2,33,0.025
110,Closed,4,53,19.21,19.162,11.241,2.508,99333.33333,0,1476.266667,1476.266667,5,22,0.131
110,Closed,4,19,20.729,20.679,16.373,14.648,439666.6667,0,0,0,3,37,0.005
110,Closed,4,37,23.761,23.759,13.514,11.19,142666.6667,0,438.2666667,438.2666667,4,32,0.073
110,Closed,4,3,17.163,16.971,17.843,12.213,324333.3333,69.2,23.06666667,92.26666667,8,NA,0.067
110,Closed,4,39,22.817,22.957,13.24,11.577,179666.6667,0,576.6666667,576.6666667,8,25,0.063
111,Closed,5,65,15.556,15.482,14.984,14.203,232666.6667,0,184.5333333,184.5333333,2,3,0.011
111,Closed,5,49,20.13,20.224,15.573,13.699,179666.6667,0,207.6,207.6,2,34,0.006
111,Closed,5,55,19.815,19.126,15.665,14.175,100666.6667,0,184.5333333,184.5333333,8,17,0.036
111,Closed,5,37,23.741,23.722,16.569,16.361,182000,0,69.2,69.2,1,27,0.001
111,Closed,5,9,17.925,17.893,18.788,15.501,595666.6667,46.13333333,0,46.13333333,33,14,0.045
111,Closed,5,41,22.712,22.231,16.288,15.905,133333.3333,0,184.5333333,184.5333333,2,26,0.008
111,Closed,5,29,23.302,23.348,17.357,16.079,316000,23.06666667,NA,23.06666667,1,35,0.001
111,Closed,5,59,17.369,17.387,15.289,13.031,88333.33333,0,161.4666667,161.4666667,2,63,0.013
111,Closed,5,3,16.206,16.154,18.847,11.681,317000,46.13333333,23.06666667,69.2,5,NA,0.022
111,Closed,5,35,23.922,24.023,16.471,16.265,192666.6667,0,184.5333333,184.5333333,1,45,0.004
111,Closed,5,67,14.833,15.12,14.831,13.548,280666.6667,0,92.26666667,92.26666667,7,32,0.007
111,Closed,5,15,19.451,19.413,18.408,16.367,688333.3333,0,0,0,1,60,0.004
111,Closed,5,7,17.209,17.095,18.756,15.021,1020333.333,46.13333333,0,46.13333333,10,5,0.019
111,Closed,5,25,22.354,22.305,17.4,14.964,335000,NA,0,0,NA,58,0.001
111,Closed,5,31,23.528,23.701,17.338,16.572,234000,0,115.3333333,115.3333333,NA,33,0.004
111,Closed,5,5,16.728,16.656,18.86,12.605,350000,115.3333333,138.4,253.7333333,6,2,0.29
111,Closed,5,43,22.064,22.064,15.928,12.706,297666.6667,0,415.2,415.2,2,40,0.011
111,Closed,5,63,16.188,16.141,15.07,13.814,233666.6667,0,207.6,207.6,6,40,0.021
111,Closed,5,47,20.594,20.823,15.645,13.727,138000,0,184.5333333,184.5333333,5,32,0.018
111,Closed,5,53,18.613,18.65,15.447,13.896,149000,0,138.4,138.4,6,84,0.001
111,Closed,5,51,19.451,19.448,15.294,13.283,130000,0,23.06666667,23.06666667,2,41,0.001
111,Closed,5,27,22.864,22.861,17.486,16.439,243666.6667,NA,NA,0,1,34,0.002
111,Closed,5,23,21.702,21.669,17.65,15.954,296666.6667,0,0,0,3,37,0
111,Closed,5,17,19.979,19.951,18.038,16.134,569333.3333,0,0,0,NA,59,0.002
111,Closed,5,21,21.043,21.084,18.038,14.633,436666.6667,0,0,0,1,42,0.003
111,Closed,5,19,20.4,20.348,18.118,16.179,415333.3333,0,0,0,3,26,0
111,Closed,5,11,18.371,18.35,18.786,15.396,806000,0,0,0,8,52,0
111,Closed,5,1,15.661,15.722,18.824,9.399,190333.3333,1614.666667,346,1960.666667,NA,NA,0.148
111,Closed,5,57,17.83,17.858,15.499,13.462,111333.3333,0,184.5333333,184.5333333,5,22,0.025
111,Closed,5,33,23.743,23.892,16.646,15.707,NA,NA,NA,NA,NA,NA,NA
111,Closed,5,13,18.806,18.823,18.425,16.242,484666.6667,0,0,0,1,50,0.024
111,Closed,5,45,21.4,21.45,16.008,13.529,184000,0,253.7333333,253.7333333,3,34,0.016
111,Closed,5,61,16.887,16.848,15.101,14.24,93666.66667,0,438.2666667,438.2666667,5,17,0.068
111,Closed,5,39,23.215,23.248,16.353,16.353,143333.3333,0,69.2,69.2,1,38,0
112,Closed,6,43,21.841,21.872,14.076,8.775,100666.6667,0,461.3333333,461.3333333,2,30,0.035
112,Closed,6,35,23.589,23.522,15.209,14.348,187000,0,NA,0,1,38,0.001
112,Closed,6,1,16.889,16.322,17.958,10.564,280333.3333,553.6,207.6,761.2,2,NA,0.093
112,Closed,6,17,20.077,20.073,16.458,14.96,554000,0,NA,0,1,45,0
112,Closed,6,61,17.008,16.98,11.374,8.889,127333.3333,0,322.9333333,322.9333333,7,23,0.037
112,Closed,6,59,17.61,17.547,11.56,4.152,154666.6667,0,622.8,622.8,16,26,0.068
112,Closed,6,47,20.93,20.923,13.104,3.773,97333.33333,0,392.1333333,392.1333333,2,26,0.037
112,Closed,6,25,22.391,22.359,15.954,14.366,178666.6667,0,23.06666667,23.06666667,3,23,0.014
112,Closed,6,63,16.406,16.365,11.227,5.051,269333.3333,0,876.5333333,876.5333333,11,27,0.11
112,Closed,6,67,15.113,15.084,11.117,8.545,306666.6667,0,784.2666667,784.2666667,17,35,0.073
112,Closed,6,9,18.149,18.11,17.685,13.502,525333.3333,0,0,0,21,3,0.031
112,Closed,6,11,18.471,18.447,16.935,13.873,819000,0,NA,0,15,16,0.013
112,Closed,6,15,19.591,19.569,16.895,15.068,685000,0,23.06666667,23.06666667,4,42,0.024
112,Closed,6,51,19.662,19.619,12.383,5.094,136000,0,761.2,761.2,5,34,0.056
112,Closed,6,29,23.236,23.098,15.898,15.801,305666.6667,0,NA,0,2,37,0.005
112,Closed,6,65,15.776,15.752,11.295,6.958,219000,0,392.1333333,392.1333333,15,23,0.055
112,Closed,6,13,18.919,18.878,16.794,14.054,429333.3333,0,NA,0,8,17,0.013
112,Closed,6,57,18.107,18.066,11.967,5.477,157666.6667,0,461.3333333,461.3333333,11,25,0.053
112,Closed,6,27,22.909,22.788,15.956,14.83,178000,0,NA,0,1,29,0.032
112,Closed,6,41,22.713,22.701,14.512,10.781,66000,0,299.8666667,299.8666667,3,30,0.041
112,Closed,6,33,23.707,23.562,15.251,14.959,NA,NA,NA,NA,NA,NA,NA
112,Closed,6,53,19.104,18.794,12.261,3.916,109333.3333,0,784.2666667,784.2666667,2,21,0.064
112,Closed,6,39,23.177,23.273,14.738,13.636,151000,0,92.26666667,92.26666667,4,44,0.011
112,Closed,6,37,23.462,23.711,15.166,13.876,221000,0,69.2,69.2,3,34,0.017
112,Closed,6,21,21.004,21.054,16.379,15.493,273333.3333,0,NA,0,1,49,0.005
112,Closed,6,55,19.783,18.844,12.044,6.823,248333.3333,0,1591.6,1591.6,5,27,0.199
112,Closed,6,7,17.509,17.432,17.966,14.009,972666.6667,46.13333333,69.2,115.3333333,11,1,0.023
112,Closed,6,19,20.572,20.551,16.518,14.939,410000,0,23.06666667,23.06666667,1,27,0.003
112,Closed,6,45,21.587,21.606,13.75,10.275,225666.6667,0,599.7333333,599.7333333,3,35,0.07
112,Closed,6,49,20.449,20.413,12.834,7.655,133333.3333,0,715.0666667,715.0666667,7,33,0.058
112,Closed,6,23,21.763,21.758,16.161,14.541,247333.3333,0,NA,0,2,14,0.015
112,Closed,6,5,17.017,16.976,17.762,12.999,261333.3333,23.06666667,NA,23.06666667,10,2,0.02
112,Closed,6,31,23.122,23.275,15.904,15.578,533000,0,69.2,69.2,4,20,0.018
112,Closed,6,3,16.713,16.682,18.412,12.685,367333.3333,NA,NA,0,7,NA,0.077
113,50mL,1,33,23.86,24.051,17.345,16.953,NA,NA,NA,NA,NA,NA,NA
113,50mL,1,59,17.849,17.797,18.317,17.683,109000,0,0,0,2,23,0
113,50mL,1,17,20.258,20.183,17.53,15.751,469666.6667,23.06666667,0,23.06666667,2,16,0.015
113,50mL,1,3,16.991,16.953,17.917,13.3,245666.6667,322.9333333,92.26666667,415.2,3,NA,0.072
113,50mL,1,51,19.706,19.701,17.925,16.639,92000,0,92.26666667,92.26666667,3,19,0.002
113,50mL,1,11,18.667,18.579,17.508,13.776,758666.6667,0,NA,0,12,7,0.006
113,50mL,1,55,19.653,18.668,18.045,17.035,92333.33333,0,23.06666667,23.06666667,4,11,0.002
113,50mL,1,9,18.386,18.318,18.197,13.474,624000,92.26666667,46.13333333,138.4,21,5,0.01
113,50mL,1,25,22.492,22.41,17.555,14.618,181666.6667,46.13333333,0,46.13333333,8,41,0.001
113,50mL,1,27,22.972,22.951,17.761,16.074,163000,115.3333333,NA,115.3333333,3,19,0.002
113,50mL,1,57,18.24,18.339,18.615,17.189,106333.3333,0,0,0,1,14,0
113,50mL,1,47,20.941,20.951,17.685,16.215,62000,0,69.2,69.2,1,11,0
113,50mL,1,61,17.302,17.254,18.206,17.669,106333.3333,0,NA,0,1,33,0
113,50mL,1,13,19.179,19.132,17.58,15.449,403666.6667,NA,NA,0,3,37,0.01
113,50mL,1,5,17.358,17.243,17.75,11.88,273333.3333,115.3333333,138.4,253.7333333,7,1,0.042
113,50mL,1,63,16.462,16.436,18.713,17.316,148000,0,NA,0,2,27,0.001
113,50mL,1,45,21.611,21.6,17.935,16.889,210000,0,253.7333333,253.7333333,1,20,0.007
113,50mL,1,1,16.675,16.556,17.948,8.88,352333.3333,876.5333333,276.8,1153.333333,2,NA,0.087
113,50mL,1,31,23.423,23.507,17.632,17.322,152000,0,23.06666667,23.06666667,1,31,0.001
113,50mL,1,43,22.146,22.123,17.805,17.047,257666.6667,0,46.13333333,46.13333333,2,25,0
113,50mL,1,29,23.415,23.4,17.739,17.323,148666.6667,23.06666667,NA,23.06666667,4,48,0
113,50mL,1,39,23.187,23.342,17.641,17.389,121666.6667,0,69.2,69.2,5,26,0.001
113,50mL,1,37,23.688,23.691,17.754,17.31,119666.6667,0,46.13333333,46.13333333,3,15,0.002
113,50mL,1,7,17.832,17.773,18.263,13.678,1076333.333,23.06666667,NA,23.06666667,10,2,0.011
113,50mL,1,49,20.485,20.252,17.829,16.9,112666.6667,0,23.06666667,23.06666667,NA,25,0.001
113,50mL,1,65,16.005,15.951,18.689,17.432,179000,0,23.06666667,23.06666667,3,20,0.002
113,50mL,1,21,21.189,21.206,17.85,16.021,282000,NA,0,0,4,33,0.002
113,50mL,1,67,15.231,14.971,19.031,18.018,156000,0,0,0,2,20,0.001
113,50mL,1,19,20.666,20.552,17.936,16.052,339333.3333,NA,0,0,5,28,0
113,50mL,1,41,22.857,22.842,17.913,17.826,102333.3333,0,23.06666667,23.06666667,2,24,0
113,50mL,1,35,23.661,23.438,17.648,17.441,102000,0,46.13333333,46.13333333,2,12,0.003
113,50mL,1,23,21.918,21.894,17.687,15.593,229000,46.13333333,0,46.13333333,4,44,0.002
113,50mL,1,53,19.227,19.201,17.88,16.763,123000,0,23.06666667,23.06666667,4,7,0.001
113,50mL,1,15,19.76,19.758,17.773,14.809,542000,NA,23.06666667,23.06666667,4,16,0.02
114,50mL,2,27,22.83,22.668,17.964,17.053,117666.6667,23.06666667,0,23.06666667,4,23,0.01
114,50mL,2,41,22.87,22.859,18.059,18.221,61333.33333,0,0,0,0,18,0
114,50mL,2,5,17.34,17.227,17.788,12.98,367333.3333,46.13333333,NA,46.13333333,16,NA,0.023
114,50mL,2,47,20.73,20.572,17.781,17.209,43666.66667,0,NA,0,2,16,0
114,50mL,2,15,19.724,19.675,17.929,16.146,621666.6667,NA,0,0,2,24,0
114,50mL,2,31,23.426,23.461,17.688,17.583,144333.3333,0,0,0,4,17,0.002
114,50mL,2,55,19.594,18.53,18.509,17.84,77666.66667,0,0,0,0,26,0
114,50mL,2,63,16.349,16.469,18.659,17.82,121333.3333,0,NA,0,0,18,0
114,50mL,2,49,20.184,20.348,18.193,17.608,65000,0,69.2,69.2,3,35,0.004
114,50mL,2,3,17.499,16.877,18.203,12.523,304333.3333,NA,23.06666667,23.06666667,8,NA,0.027
114,50mL,2,29,23.403,23.393,17.862,17.707,112000,23.06666667,0,23.06666667,1,21,0
114,50mL,2,25,22.531,22.522,17.657,16.121,144000,NA,0,0,1,21,0
114,50mL,2,65,16.148,16.045,18.332,17.596,131333.3333,0,0,0,0,21,0
114,50mL,2,37,23.706,23.711,17.797,17.86,70000,0,0,0,2,13,0
114,50mL,2,45,21.61,21.591,18.052,17.81,90000,0,NA,0,NA,23,0
114,50mL,2,67,15.181,15.126,18.881,18.272,146333.3333,0,23.06666667,23.06666667,0,20,0
114,50mL,2,53,19.182,19.149,17.862,17.282,89000,0,0,0,1,15,0
114,50mL,2,23,21.951,21.91,17.676,16.12,203666.6667,NA,0,0,NA,41,0.001
114,50mL,2,11,18.723,18.641,17.589,14.906,799333.3333,23.06666667,0,23.06666667,18,36,0.017
114,50mL,2,33,23.808,24.183,17.534,17.363,NA,NA,NA,NA,NA,NA,NA
114,50mL,2,1,16.441,16.308,18.504,9.82,474333.3333,853.4666667,138.4,991.8666667,2,NA,0.08
114,50mL,2,7,17.89,17.79,18.044,14.231,1088333.333,46.13333333,69.2,115.3333333,12,2,0.037
114,50mL,2,43,22.148,22.041,17.938,17.532,184666.6667,0,0,0,NA,15,0
114,50mL,2,57,18.615,18.537,18.235,16.254,67000,0,0,0,NA,20,0
114,50mL,2,61,17.25,17.2,18.511,17.997,81666.66667,0,0,0,3,26,0
114,50mL,2,39,23.241,23.273,17.914,17.768,73000,0,0,0,0,32,0.001
114,50mL,2,17,20.235,20.181,17.7,15.523,449333.3333,NA,0,0,NA,15,0.001
114,50mL,2,51,19.763,19.753,17.876,17.13,70000,0,0,0,1,16,0
114,50mL,2,21,21.158,21.121,18.011,15.99,357333.3333,23.06666667,0,23.06666667,2,32,0.011
114,50mL,2,59,17.793,17.742,18.319,17.942,71666.66667,0,0,0,NA,15,0
114,50mL,2,9,18.381,18.356,18.169,14.039,524000,NA,69.2,69.2,17,3,0.018
114,50mL,2,35,23.764,23.772,17.604,17.715,92333.33333,0,0,0,2,20,0
114,50mL,2,19,20.722,20.676,17.985,16.118,445333.3333,23.06666667,0,23.06666667,1,39,0
114,50mL,2,13,19.065,19.02,17.889,15.37,455000,0,0,0,3,19,0
115,50mL,3,29,23.44,23.433,18.49,18.319,87333.33333,0,0,0,2,35,0
115,50mL,3,1,16.024,15.91,18.685,12.766,353333.3333,668.9333333,184.5333333,853.4666667,4,NA,0.086
115,50mL,3,7,17.534,17.442,18.843,15.044,856000,115.3333333,46.13333333,161.4666667,15,1,0.032
115,50mL,3,39,23.471,23.636,18.626,18.648,38000,0,0,0,0,30,0
115,50mL,3,35,23.801,23.861,18.568,18.491,86000,0,0,0,1,13,0
115,50mL,3,57,17.878,17.833,18.872,18.66,73333.33333,0,0,0,0,24,0
115,50mL,3,23,21.772,21.768,18.279,17.234,156000,0,0,0,1,24,0.001
115,50mL,3,17,20.054,20.036,18.41,17.26,425000,0,0,0,1,24,0.002
115,50mL,3,67,14.824,14.778,18.691,17.965,122000,0,0,0,0,15,0.001
115,50mL,3,21,21.034,21.113,18.553,17.213,307666.6667,0,0,0,3,40,0.001
115,50mL,3,43,22.058,21.941,18.495,18.533,77333.33333,0,NA,0,NA,21,0
115,50mL,3,27,22.823,22.965,18.574,18.103,85333.33333,0,0,0,NA,14,0
115,50mL,3,25,22.384,22.423,18.302,17.109,125333.3333,0,0,0,1,25,0.001
115,50mL,3,47,20.734,20.746,18.363,18.089,42666.66667,0,322.9333333,322.9333333,NA,22,0.002
115,50mL,3,65,15.64,15.602,18.65,18.154,138000,0,0,0,0,24,0.001
115,50mL,3,61,16.891,16.826,18.633,18.215,86000,0,0,0,0,17,0
115,50mL,3,15,19.556,19.538,18.523,16.702,552000,0,0,0,1,37,0.002
115,50mL,3,13,18.944,18.917,18.245,16.088,380000,0,0,0,5,23,0.005
115,50mL,3,53,18.793,18.683,18.54,17.727,78666.66667,0,23.06666667,23.06666667,1,16,0.003
115,50mL,3,51,19.428,19.535,18.44,17.936,38000,0,NA,0,1,18,0
115,50mL,3,59,17.435,17.428,18.746,18.42,66000,0,0,0,0,27,0
115,50mL,3,49,20.301,20.219,18.546,18.039,47333.33333,0,NA,0,NA,22,0
115,50mL,3,31,23.66,23.732,18.497,18.77,118000,0,0,0,3,42,0.002
115,50mL,3,5,16.987,16.919,18.221,13.868,317333.3333,92.26666667,23.06666667,115.3333333,6,3,0.038
115,50mL,3,63,16.084,16.032,18.578,18.418,126333.3333,0,0,0,0,19,0
115,50mL,3,55,19.863,19.155,19.03,18.503,76333.33333,0,0,0,0,18,0
115,50mL,3,11,18.487,18.47,18.022,16.031,651666.6667,0,0,0,16,4,0.03
115,50mL,3,19,20.508,20.497,18.557,17.271,331666.6667,0,0,0,1,25,0
115,50mL,3,41,22.45,22.591,18.907,18.907,39333.33333,0,0,0,NA,18,0.001
115,50mL,3,45,21.403,21.412,18.716,18.292,73666.66667,0,NA,0,1,19,0
115,50mL,3,9,18.149,18.117,18.674,14.842,418666.6667,23.06666667,92.26666667,115.3333333,27,2,0.032
